id,order_id,name,amount_paid
5797,1829,grilled-cheese,9.25
5798,3389,chicken-parm,10.25
5799,853,grilled-cheese,9.25
5800,438,soda,3.75
5801,3939,tikka-masala,11.25
5802,4200,chicken-parm,10.25
5803,2457,soda,3.75
5804,3001,grilled-cheese,9.25
5805,4675,grilled-cheese,9.25
5806,4277,orange-juice,5.25
5807,2197,tikka-masala,11.25
5808,2090,grilled-cheese,9.25
5809,244,tikka-masala,11.25
5810,4896,tikka-masala,11.25
5811,3855,grilled-cheese,9.25
5812,1316,tikka-masala,11.25
5813,3613,chicken-parm,10.25
5814,4397,chicken-parm,10.25
5815,3247,grilled-cheese,9.25
5816,3722,chicken-parm,10.25
5817,568,grilled-cheese,9.25
5818,2484,grilled-cheese,9.25
5819,4426,blt,9.25
5820,2827,chicken-parm,10.25
5821,2223,tikka-masala,11.25
5822,4706,blt,9.25
5823,2171,tikka-masala,11.25
5824,4786,grilled-cheese,9.25
5825,4462,soda,3.75
5826,2574,blt,9.25
5827,2404,tikka-masala,11.25
5828,3061,tikka-masala,11.25
5829,768,chicken-parm,10.25
5830,3163,tikka-masala,11.25
5831,1454,blt,9.25
5832,681,tikka-masala,11.25
5833,2775,grilled-cheese,9.25
5834,2376,blt,9.25
5835,3275,grilled-cheese,9.25
5836,256,blt,9.25
5837,3809,grilled-cheese,9.25
5838,1989,tikka-masala,11.25
5839,4028,grilled-cheese,9.25
5840,3297,chicken-parm,10.25
5841,3022,grilled-cheese,9.25
5842,2842,tikka-masala,11.25
5843,368,tikka-masala,11.25
5844,2810,blt,9.25
5845,393,cake,6.75
5846,2056,soda,3.75
5847,3729,tikka-masala,11.25
5848,59,chicken-parm,10.25
5849,913,blt,9.25
5850,4719,grilled-cheese,9.25
5851,4828,tikka-masala,11.25
5852,1313,cake,6.75
5853,4974,tikka-masala,11.25
5854,3911,grilled-cheese,9.25
5855,2365,grilled-cheese,9.25
5856,569,blt,9.25
5857,1360,orange-juice,5.25
5858,264,blt,9.25
5859,4214,grilled-cheese,9.25
5860,1007,grilled-cheese,9.25
5861,4031,chicken-parm,10.25
5862,2261,grilled-cheese,9.25
5863,2975,blt,9.25
5864,2414,soda,3.75
5865,4937,grilled-cheese,9.25
5866,3258,blt,9.25
5867,4751,grilled-cheese,9.25
5868,2638,soda,3.75
5869,3700,chicken-parm,10.25
5870,211,tikka-masala,11.25
5871,841,soda,3.75
5872,4264,blt,9.25
5873,1807,tikka-masala,11.25
5874,1461,chicken-parm,10.25
5875,2222,tikka-masala,11.25
5876,2818,tikka-masala,11.25
5877,3343,grilled-cheese,9.25
5878,2673,grilled-cheese,9.25
5879,4435,chicken-parm,10.25
5880,264,tikka-masala,11.25
5881,4375,chicken-parm,10.25
5882,1952,blt,9.25
5883,802,grilled-cheese,9.25
5884,1727,chicken-parm,10.25
5885,4097,soda,3.75
5886,1881,tikka-masala,11.25
5887,964,tikka-masala,11.25
5888,4354,blt,9.25
5889,2404,tikka-masala,11.25
5890,140,grilled-cheese,9.25
5891,541,soda,3.75
5892,1006,chicken-parm,10.25
5893,1969,soda,3.75
5894,490,blt,9.25
5895,3487,chicken-parm,10.25
5896,3999,blt,9.25
5897,4422,tikka-masala,11.25
5898,3699,orange-juice,5.25
5899,3549,grilled-cheese,9.25
5900,3720,tikka-masala,11.25
5901,328,grilled-cheese,9.25
5902,4395,tikka-masala,11.25
5903,15,blt,9.25
5904,743,chicken-parm,10.25
5905,2787,chicken-parm,10.25
5906,3244,cake,6.75
5907,1979,soda,3.75
5908,1420,tikka-masala,11.25
5909,2127,tikka-masala,11.25
5910,521,grilled-cheese,9.25
5911,303,cake,6.75
5912,2098,chicken-parm,10.25
5913,3867,tikka-masala,11.25
5914,3281,grilled-cheese,9.25
5915,4395,tikka-masala,11.25
5916,2343,tikka-masala,11.25
5917,4602,kale-smoothie,8.75
5918,2335,soda,3.75
5919,2885,grilled-cheese,9.25
5920,3748,grilled-cheese,9.25
5921,20,tikka-masala,11.25
5922,1718,orange-juice,5.25
5923,2204,chicken-parm,10.25
5924,2864,blt,9.25
5925,3815,chicken-parm,10.25
5926,669,tikka-masala,11.25
5927,4862,grilled-cheese,9.25
5928,4251,chicken-parm,10.25
5929,1545,blt,9.25
5930,512,chicken-parm,10.25
5931,2468,grilled-cheese,9.25
5932,4095,grilled-cheese,9.25
5933,1877,blt,9.25
5934,1530,soda,3.75
5935,1030,grilled-cheese,9.25
5936,1810,grilled-cheese,9.25
5937,2951,chicken-parm,10.25
5938,3414,blt,9.25
5939,2360,grilled-cheese,9.25
5940,3027,chicken-parm,10.25
5941,2041,soda,3.75
5942,1310,grilled-cheese,9.25
5943,3492,tikka-masala,11.25
5944,3479,tikka-masala,11.25
5945,3814,soda,3.75
5946,1985,cake,6.75
5947,4951,chicken-parm,10.25
5948,3511,chicken-parm,10.25
5949,4796,chicken-parm,10.25
5950,4503,tikka-masala,11.25
5951,3417,grilled-cheese,9.25
5952,1626,chicken-parm,10.25
5953,3339,soda,3.75
5954,4584,soda,3.75
5955,3420,grilled-cheese,9.25
5956,163,tikka-masala,11.25
5957,4978,chicken-parm,10.25
5958,1635,tikka-masala,11.25
5959,428,tikka-masala,11.25
5960,2638,grilled-cheese,9.25
5961,1789,soda,3.75
5962,4986,soda,3.75
5963,2114,grilled-cheese,9.25
5964,3184,tikka-masala,11.25
5965,66,grilled-cheese,9.25
5966,2691,tikka-masala,11.25
5967,2039,tikka-masala,11.25
5968,3707,orange-juice,5.25
5969,1070,chicken-parm,10.25
5970,3441,chicken-parm,10.25
5971,940,tikka-masala,11.25
5972,2316,chicken-parm,10.25
5973,3577,soda,3.75
5974,3046,chicken-parm,10.25
5975,4324,blt,9.25
5976,2324,orange-juice,5.25
5977,2854,blt,9.25
5978,3877,chicken-parm,10.25
5979,2748,soda,3.75
5980,1347,grilled-cheese,9.25
5981,3727,chicken-parm,10.25
5982,920,blt,9.25
5983,411,orange-juice,5.25
5984,2506,chicken-parm,10.25
5985,4863,tikka-masala,11.25
5986,1622,tikka-masala,11.25
5987,139,tikka-masala,11.25
5988,1009,orange-juice,5.25
5989,2738,grilled-cheese,9.25
5990,4800,grilled-cheese,9.25
5991,2212,chicken-parm,10.25
5992,4055,blt,9.25
5993,4875,blt,9.25
5994,2926,chicken-parm,10.25
5995,1926,chicken-parm,10.25
5996,2402,grilled-cheese,9.25
5997,2110,grilled-cheese,9.25
5998,557,orange-juice,5.25
5999,3613,blt,9.25
6000,3166,grilled-cheese,9.25
6001,2927,grilled-cheese,9.25
6002,3810,soda,3.75
6003,3930,grilled-cheese,9.25
6004,3072,chicken-parm,10.25
6005,1256,tikka-masala,11.25
6006,3821,blt,9.25
6007,3129,soda,3.75
6008,2350,grilled-cheese,9.25
6009,3035,soda,3.75
6010,3024,tikka-masala,11.25
6011,411,tikka-masala,11.25
6012,1697,blt,9.25
6013,3664,blt,9.25
6014,2262,chicken-parm,10.25
6015,3672,soda,3.75
6016,999,blt,9.25
6017,3839,grilled-cheese,9.25
6018,468,orange-juice,5.25
6019,4315,chicken-parm,10.25
6020,4956,chicken-parm,10.25
6021,2679,soda,3.75
6022,1540,chicken-parm,10.25
6023,4154,chicken-parm,10.25
6024,1822,blt,9.25
6025,4266,tikka-masala,11.25
6026,2552,tikka-masala,11.25
6027,4365,blt,9.25
6028,3256,chicken-parm,10.25
6029,1147,tikka-masala,11.25
6030,2476,soda,3.75
6031,341,orange-juice,5.25
6032,4757,blt,9.25
6033,3758,blt,9.25
6034,3845,tikka-masala,11.25
6035,2756,chicken-parm,10.25
6036,1716,blt,9.25
6037,4825,soda,3.75
6038,1452,chicken-parm,10.25
6039,1080,grilled-cheese,9.25
6040,1178,cake,6.75
6041,539,tikka-masala,11.25
6042,4795,grilled-cheese,9.25
6043,2795,tikka-masala,11.25
6044,2153,tikka-masala,11.25
6045,530,blt,9.25
6046,4439,blt,9.25
6047,2793,soda,3.75
6048,4486,tikka-masala,11.25
6049,3651,soda,3.75
6050,1421,blt,9.25
6051,2587,blt,9.25
6052,636,cake,6.75
6053,1057,orange-juice,5.25
6054,3770,chicken-parm,10.25
6055,1093,soda,3.75
6056,1285,tikka-masala,11.25
6057,3600,tikka-masala,11.25
6058,1205,soda,3.75
6059,1095,grilled-cheese,9.25
6060,503,blt,9.25
6061,2305,chicken-parm,10.25
6062,4887,grilled-cheese,9.25
6063,4656,blt,9.25
6064,4589,tikka-masala,11.25
6065,826,chicken-parm,10.25
6066,2853,orange-juice,5.25
6067,1166,tikka-masala,11.25
6068,2342,orange-juice,5.25
6069,2601,chicken-parm,10.25
6070,4181,soda,3.75
6071,2138,cake,6.75
6072,1864,orange-juice,5.25
6073,4121,chicken-parm,10.25
6074,3209,blt,9.25
6075,334,chicken-parm,10.25
6076,4904,blt,9.25
6077,1201,blt,9.25
6078,1854,tikka-masala,11.25
6079,3330,grilled-cheese,9.25
6080,699,chicken-parm,10.25
6081,1948,cake,6.75
6082,4005,blt,9.25
6083,1397,blt,9.25
6084,3658,chicken-parm,10.25
6085,1648,tikka-masala,11.25
6086,3511,grilled-cheese,9.25
6087,4414,tikka-masala,11.25
6088,181,blt,9.25
6089,1914,tikka-masala,11.25
6090,4919,grilled-cheese,9.25
6091,4633,grilled-cheese,9.25
6092,1460,grilled-cheese,9.25
6093,517,tikka-masala,11.25
6094,4259,chicken-parm,10.25
6095,3725,grilled-cheese,9.25
6096,2923,tikka-masala,11.25
6097,267,blt,9.25
6098,2242,orange-juice,5.25
6099,2928,orange-juice,5.25
6100,2067,chicken-parm,10.25
6101,3268,chicken-parm,10.25
6102,4307,grilled-cheese,9.25
6103,3515,chicken-parm,10.25
6104,2971,tikka-masala,11.25
6105,3786,grilled-cheese,9.25
6106,4892,tikka-masala,11.25
6107,4278,grilled-cheese,9.25
6108,4019,grilled-cheese,9.25
6109,381,tikka-masala,11.25
6110,2409,soda,3.75
6111,795,tikka-masala,11.25
6112,2807,chicken-parm,10.25
6113,3462,chicken-parm,10.25
6114,2096,chicken-parm,10.25
6115,1359,orange-juice,5.25
6116,3801,tikka-masala,11.25
6117,2318,soda,3.75
6118,2610,chicken-parm,10.25
6119,2930,tikka-masala,11.25
6120,4352,blt,9.25
6121,1039,tikka-masala,11.25
6122,2833,grilled-cheese,9.25
6123,3585,soda,3.75
6124,4962,chicken-parm,10.25
6125,4725,grilled-cheese,9.25
6126,4553,orange-juice,5.25
6127,56,grilled-cheese,9.25
6128,4639,chicken-parm,10.25
6129,609,grilled-cheese,9.25
6130,2838,tikka-masala,11.25
6131,1041,chicken-parm,10.25
6132,799,soda,3.75
6133,3435,blt,9.25
6134,3813,chicken-parm,10.25
6135,3374,blt,9.25
6136,3753,grilled-cheese,9.25
6137,4440,tikka-masala,11.25
6138,610,chicken-parm,10.25
6139,2187,blt,9.25
6140,1369,cake,6.75
6141,1090,soda,3.75
6142,542,tikka-masala,11.25
6143,2866,blt,9.25
6144,2202,blt,9.25
6145,1352,grilled-cheese,9.25
6146,3650,blt,9.25
6147,457,tikka-masala,11.25
6148,3469,grilled-cheese,9.25
6149,4233,tikka-masala,11.25
6150,3981,grilled-cheese,9.25
6151,3346,chicken-parm,10.25
6152,2828,grilled-cheese,9.25
6153,2267,blt,9.25
6154,2583,tikka-masala,11.25
6155,737,tikka-masala,11.25
6156,145,tikka-masala,11.25
6157,1508,chicken-parm,10.25
6158,3893,soda,3.75
6159,4475,blt,9.25
6160,4713,chicken-parm,10.25
6161,827,tikka-masala,11.25
6162,3702,grilled-cheese,9.25
6163,2893,chicken-parm,10.25
6164,787,grilled-cheese,9.25
6165,4896,grilled-cheese,9.25
6166,1090,tikka-masala,11.25
6167,1181,chicken-parm,10.25
6168,2330,grilled-cheese,9.25
6169,156,grilled-cheese,9.25
6170,4472,grilled-cheese,9.25
6171,3929,tikka-masala,11.25
6172,4935,tikka-masala,11.25
6173,357,tikka-masala,11.25
6174,3579,soda,3.75
6175,4439,blt,9.25
6176,4885,soda,3.75
6177,1376,grilled-cheese,9.25
6178,3850,orange-juice,5.25
6179,2120,grilled-cheese,9.25
6180,13,tikka-masala,11.25
6181,1311,tikka-masala,11.25
6182,98,blt,9.25
6183,2556,blt,9.25
6184,1913,orange-juice,5.25
6185,216,grilled-cheese,9.25
6186,1407,tikka-masala,11.25
6187,3541,tikka-masala,11.25
6188,3427,soda,3.75
6189,2831,blt,9.25
6190,626,chicken-parm,10.25
6191,1523,tikka-masala,11.25
6192,2790,blt,9.25
6193,4106,tikka-masala,11.25
6194,190,chicken-parm,10.25
6195,3032,cake,6.75
6196,3917,tikka-masala,11.25
6197,2686,tikka-masala,11.25
6198,4198,orange-juice,5.25
6199,3047,grilled-cheese,9.25
6200,3604,grilled-cheese,9.25
6201,2388,chicken-parm,10.25
6202,75,soda,3.75
6203,4406,chicken-parm,10.25
6204,4561,grilled-cheese,9.25
6205,167,grilled-cheese,9.25
6206,2772,chicken-parm,10.25
6207,2728,tikka-masala,11.25
6208,3276,tikka-masala,11.25
6209,2653,tikka-masala,11.25
6210,3833,tikka-masala,11.25
6211,4157,tikka-masala,11.25
6212,415,grilled-cheese,9.25
6213,4207,tikka-masala,11.25
6214,3682,orange-juice,5.25
6215,549,grilled-cheese,9.25
6216,1090,tikka-masala,11.25
6217,986,soda,3.75
6218,334,chicken-parm,10.25
6219,3569,soda,3.75
6220,2129,blt,9.25
6221,203,chicken-parm,10.25
6222,687,blt,9.25
6223,810,blt,9.25
6224,775,grilled-cheese,9.25
6225,4089,chicken-parm,10.25
6226,886,grilled-cheese,9.25
6227,2365,chicken-parm,10.25
6228,3594,chicken-parm,10.25
6229,1711,blt,9.25
6230,3520,blt,9.25
6231,2686,banana-smoothie,8.75
6232,4355,chicken-parm,10.25
6233,3530,chicken-parm,10.25
6234,3011,chicken-parm,10.25
6235,820,blt,9.25
6236,3479,orange-juice,5.25
6237,1529,orange-juice,5.25
6238,2112,tikka-masala,11.25
6239,995,tikka-masala,11.25
6240,3535,blt,9.25
6241,805,chicken-parm,10.25
6242,1409,tikka-masala,11.25
6243,4918,tikka-masala,11.25
6244,1072,kale-smoothie,8.75
6245,2181,tikka-masala,11.25
6246,4981,tikka-masala,11.25
6247,1891,blt,9.25
6248,4139,soda,3.75
6249,453,blt,9.25
6250,394,tikka-masala,11.25
6251,2918,chicken-parm,10.25
6252,949,tikka-masala,11.25
6253,974,chicken-parm,10.25
6254,2928,tikka-masala,11.25
6255,3692,chicken-parm,10.25
6256,3258,soda,3.75
6257,3210,banana-smoothie,8.75
6258,2138,tikka-masala,11.25
6259,2260,tikka-masala,11.25
6260,1909,soda,3.75
6261,1013,chicken-parm,10.25
6262,4914,tikka-masala,11.25
6263,3706,orange-juice,5.25
6264,2354,tikka-masala,11.25
6265,4209,tikka-masala,11.25
6266,1567,tikka-masala,11.25
6267,2268,soda,3.75
6268,3548,chicken-parm,10.25
6269,3614,blt,9.25
6270,1933,blt,9.25
6271,4243,grilled-cheese,9.25
6272,1997,blt,9.25
6273,3723,orange-juice,5.25
6274,2626,tikka-masala,11.25
6275,1172,blt,9.25
6276,2919,blt,9.25
6277,1979,blt,9.25
6278,1269,grilled-cheese,9.25
6279,1920,blt,9.25
6280,1597,tikka-masala,11.25
6281,1402,grilled-cheese,9.25
6282,2989,blt,9.25
6283,2075,tikka-masala,11.25
6284,1465,tikka-masala,11.25
6285,3102,chicken-parm,10.25
6286,1120,tikka-masala,11.25
6287,3777,chicken-parm,10.25
6288,1437,soda,3.75
6289,3639,blt,9.25
6290,652,blt,9.25
6291,257,grilled-cheese,9.25
6292,3802,chicken-parm,10.25
6293,3522,chicken-parm,10.25
6294,2630,tikka-masala,11.25
6295,4322,chicken-parm,10.25
6296,1544,chicken-parm,10.25
6297,79,blt,9.25
6298,3561,tikka-masala,11.25
6299,120,blt,9.25
6300,366,chicken-parm,10.25
6301,4838,soda,3.75
6302,791,chicken-parm,10.25
6303,849,blt,9.25
6304,2351,soda,3.75
6305,3887,chicken-parm,10.25
6306,1907,blt,9.25
6307,1563,banana-smoothie,8.75
6308,3255,orange-juice,5.25
6309,3975,blt,9.25
6310,1727,chicken-parm,10.25
6311,3732,tikka-masala,11.25
6312,1342,banana-smoothie,8.75
6313,3795,soda,3.75
6314,2366,grilled-cheese,9.25
6315,2473,grilled-cheese,9.25
6316,2901,tikka-masala,11.25
6317,392,blt,9.25
6318,4893,orange-juice,5.25
6319,700,blt,9.25
6320,811,chicken-parm,10.25
6321,1834,chicken-parm,10.25
6322,3129,tikka-masala,11.25
6323,4693,chicken-parm,10.25
6324,4025,orange-juice,5.25
6325,169,tikka-masala,11.25
6326,2278,grilled-cheese,9.25
6327,4129,banana-smoothie,8.75
6328,857,grilled-cheese,9.25
6329,3995,tikka-masala,11.25
6330,1688,soda,3.75
6331,1858,blt,9.25
6332,3075,grilled-cheese,9.25
6333,1040,soda,3.75
6334,796,grilled-cheese,9.25
6335,645,soda,3.75
6336,1290,chicken-parm,10.25
6337,206,chicken-parm,10.25
6338,220,blt,9.25
6339,864,tikka-masala,11.25
6340,244,orange-juice,5.25
6341,1938,chicken-parm,10.25
6342,4361,grilled-cheese,9.25
6343,1055,chicken-parm,10.25
6344,1425,blt,9.25
6345,3480,tikka-masala,11.25
6346,1845,tikka-masala,11.25
6347,5,blt,9.25
6348,3558,orange-juice,5.25
6349,1187,chicken-parm,10.25
6350,1792,tikka-masala,11.25
6351,2408,chicken-parm,10.25
6352,262,chicken-parm,10.25
6353,890,chicken-parm,10.25
6354,3049,grilled-cheese,9.25
6355,465,orange-juice,5.25
6356,1493,soda,3.75
6357,3293,blt,9.25
6358,2946,chicken-parm,10.25
6359,2855,grilled-cheese,9.25
6360,4997,blt,9.25
6361,31,grilled-cheese,9.25
6362,3042,tikka-masala,11.25
6363,224,soda,3.75
6364,4822,grilled-cheese,9.25
6365,723,chicken-parm,10.25
6366,2966,tikka-masala,11.25
6367,821,grilled-cheese,9.25
6368,2215,tikka-masala,11.25
6369,1060,tikka-masala,11.25
6370,3244,tikka-masala,11.25
6371,382,orange-juice,5.25
6372,2288,grilled-cheese,9.25
6373,1837,grilled-cheese,9.25
6374,3150,cake,6.75
6375,550,blt,9.25
6376,4540,blt,9.25
6377,1798,blt,9.25
6378,2896,cake,6.75
6379,3232,orange-juice,5.25
6380,3663,tikka-masala,11.25
6381,3137,blt,9.25
6382,1206,chicken-parm,10.25
6383,3740,tikka-masala,11.25
6384,2401,tikka-masala,11.25
6385,4171,blt,9.25
6386,2131,soda,3.75
6387,1837,blt,9.25
6388,31,soda,3.75
6389,1758,grilled-cheese,9.25
6390,3982,grilled-cheese,9.25
6391,3950,soda,3.75
6392,30,blt,9.25
6393,1281,blt,9.25
6394,1194,blt,9.25
6395,579,orange-juice,5.25
6396,473,tikka-masala,11.25
6397,1890,soda,3.75
6398,2456,grilled-cheese,9.25
6399,1050,blt,9.25
6400,4858,tikka-masala,11.25
6401,2867,tikka-masala,11.25
6402,3448,grilled-cheese,9.25
6403,1893,orange-juice,5.25
6404,2103,grilled-cheese,9.25
6405,3144,soda,3.75
6406,240,tikka-masala,11.25
6407,921,chicken-parm,10.25
6408,59,chicken-parm,10.25
6409,3544,soda,3.75
6410,1767,tikka-masala,11.25
6411,4588,soda,3.75
6412,1496,tikka-masala,11.25
6413,1821,tikka-masala,11.25
6414,1418,tikka-masala,11.25
6415,337,blt,9.25
6416,907,grilled-cheese,9.25
6417,4504,soda,3.75
6418,3394,tikka-masala,11.25
6419,1649,soda,3.75
6420,378,blt,9.25
6421,386,blt,9.25
6422,866,tikka-masala,11.25
6423,192,grilled-cheese,9.25
6424,4378,chicken-parm,10.25
6425,3196,chicken-parm,10.25
6426,153,blt,9.25
6427,4197,orange-juice,5.25
6428,4441,tikka-masala,11.25
6429,4537,orange-juice,5.25
6430,3002,grilled-cheese,9.25
6431,3659,chicken-parm,10.25
6432,2586,blt,9.25
6433,4834,grilled-cheese,9.25
6434,727,tikka-masala,11.25
6435,872,grilled-cheese,9.25
6436,4057,grilled-cheese,9.25
6437,2250,tikka-masala,11.25
6438,1256,soda,3.75
6439,144,grilled-cheese,9.25
6440,1244,chicken-parm,10.25
6441,4072,tikka-masala,11.25
6442,3360,cake,6.75
6443,2191,chicken-parm,10.25
6444,2656,tikka-masala,11.25
6445,2360,orange-juice,5.25
6446,559,tikka-masala,11.25
6447,936,chicken-parm,10.25
6448,3878,tikka-masala,11.25
6449,680,tikka-masala,11.25
6450,4038,soda,3.75
6451,2092,grilled-cheese,9.25
6452,794,tikka-masala,11.25
6453,488,chicken-parm,10.25
6454,4422,cake,6.75
6455,2475,chicken-parm,10.25
6456,2770,tikka-masala,11.25
6457,3100,soda,3.75
6458,1969,tikka-masala,11.25
6459,1017,tikka-masala,11.25
6460,4393,chicken-parm,10.25
6461,3227,cake,6.75
6462,2732,grilled-cheese,9.25
6463,4598,orange-juice,5.25
6464,2752,grilled-cheese,9.25
6465,2449,grilled-cheese,9.25
6466,2974,soda,3.75
6467,2119,soda,3.75
6468,947,tikka-masala,11.25
6469,423,soda,3.75
6470,1889,grilled-cheese,9.25
6471,2848,grilled-cheese,9.25
6472,3507,tikka-masala,11.25
6473,2162,grilled-cheese,9.25
6474,4895,tikka-masala,11.25
6475,497,chicken-parm,10.25
6476,3492,grilled-cheese,9.25
6477,991,soda,3.75
6478,2229,cake,6.75
6479,1297,blt,9.25
6480,1704,chicken-parm,10.25
6481,3909,grilled-cheese,9.25
6482,2760,soda,3.75
6483,1799,soda,3.75
6484,3970,tikka-masala,11.25
6485,3831,soda,3.75
6486,1710,banana-smoothie,8.75
6487,2933,grilled-cheese,9.25
6488,4081,orange-juice,5.25
6489,3555,tikka-masala,11.25
6490,4422,tikka-masala,11.25
6491,522,chicken-parm,10.25
6492,2936,grilled-cheese,9.25
6493,1410,grilled-cheese,9.25
6494,4645,orange-juice,5.25
6495,1529,tikka-masala,11.25
6496,3397,tikka-masala,11.25
6497,2391,chicken-parm,10.25
6498,3787,soda,3.75
6499,4574,tikka-masala,11.25
6500,4192,tikka-masala,11.25
6501,2651,tikka-masala,11.25
6502,4533,cake,6.75
6503,4664,tikka-masala,11.25
6504,2489,orange-juice,5.25
6505,267,blt,9.25
6506,4685,soda,3.75
6507,859,grilled-cheese,9.25
6508,3955,blt,9.25
6509,2517,blt,9.25
6510,829,grilled-cheese,9.25
6511,3513,soda,3.75
6512,106,blt,9.25
6513,465,soda,3.75
6514,3743,soda,3.75
6515,444,tikka-masala,11.25
6516,1129,chicken-parm,10.25
6517,4,chicken-parm,10.25
6518,4673,chicken-parm,10.25
6519,4873,chicken-parm,10.25
6520,840,soda,3.75
6521,1983,tikka-masala,11.25
6522,4260,chicken-parm,10.25
6523,4027,grilled-cheese,9.25
6524,4384,soda,3.75
6525,3285,cake,6.75
6526,2725,grilled-cheese,9.25
6527,3050,tikka-masala,11.25
6528,1191,tikka-masala,11.25
6529,764,grilled-cheese,9.25
6530,4769,soda,3.75
6531,500,tikka-masala,11.25
6532,3317,blt,9.25
6533,2261,tikka-masala,11.25
6534,3976,cake,6.75
6535,1380,tikka-masala,11.25
6536,4894,grilled-cheese,9.25
6537,3347,tikka-masala,11.25
6538,4419,soda,3.75
6539,574,grilled-cheese,9.25
6540,789,blt,9.25
6541,4843,blt,9.25
6542,1784,orange-juice,5.25
6543,1328,soda,3.75
6544,4482,cake,6.75
6545,2816,tikka-masala,11.25
6546,2220,blt,9.25
6547,1481,grilled-cheese,9.25
6548,1399,chicken-parm,10.25
6549,4280,soda,3.75
6550,1949,tikka-masala,11.25
6551,4128,grilled-cheese,9.25
6552,172,blt,9.25
6553,2438,blt,9.25
6554,2089,blt,9.25
6555,4446,grilled-cheese,9.25
6556,0,grilled-cheese,9.25
6557,3400,blt,9.25
6558,2285,soda,3.75
6559,4819,grilled-cheese,9.25
6560,3121,blt,9.25
6561,3267,soda,3.75
6562,3477,grilled-cheese,9.25
6563,1499,blt,9.25
6564,118,soda,3.75
6565,4222,soda,3.75
6566,1460,soda,3.75
6567,2812,grilled-cheese,9.25
6568,1777,soda,3.75
6569,553,chicken-parm,10.25
6570,768,chicken-parm,10.25
6571,2316,chicken-parm,10.25
6572,3186,tikka-masala,11.25
6573,3838,orange-juice,5.25
6574,4636,blt,9.25
6575,1920,tikka-masala,11.25
6576,995,grilled-cheese,9.25
6577,80,grilled-cheese,9.25
6578,3301,blt,9.25
6579,1394,blt,9.25
6580,3202,chicken-parm,10.25
6581,4668,grilled-cheese,9.25
6582,3143,tikka-masala,11.25
6583,4680,tikka-masala,11.25
6584,3465,tikka-masala,11.25
6585,2057,chicken-parm,10.25
6586,4862,blt,9.25
6587,4706,tikka-masala,11.25
6588,1832,grilled-cheese,9.25
6589,3731,blt,9.25
6590,2550,soda,3.75
6591,3793,blt,9.25
6592,1927,tikka-masala,11.25
6593,4765,soda,3.75
6594,1302,blt,9.25
6595,75,chicken-parm,10.25
6596,555,grilled-cheese,9.25
6597,868,kale-smoothie,8.75
6598,2950,soda,3.75
6599,3871,tikka-masala,11.25
6600,4516,orange-juice,5.25
6601,515,soda,3.75
6602,4021,orange-juice,5.25
6603,585,blt,9.25
6604,2923,blt,9.25
6605,1534,grilled-cheese,9.25
6606,4128,grilled-cheese,9.25
6607,4517,grilled-cheese,9.25
6608,1727,chicken-parm,10.25
6609,163,blt,9.25
6610,951,grilled-cheese,9.25
6611,1221,cake,6.75
6612,249,tikka-masala,11.25
6613,1574,chicken-parm,10.25
6614,260,soda,3.75
6615,3692,tikka-masala,11.25
6616,776,tikka-masala,11.25
6617,2819,tikka-masala,11.25
6618,887,blt,9.25
6619,875,grilled-cheese,9.25
6620,1494,grilled-cheese,9.25
6621,4519,grilled-cheese,9.25
6622,1681,chicken-parm,10.25
6623,2360,soda,3.75
6624,2311,blt,9.25
6625,4336,tikka-masala,11.25
6626,4927,grilled-cheese,9.25
6627,1567,blt,9.25
6628,1029,grilled-cheese,9.25
6629,1626,blt,9.25
6630,398,grilled-cheese,9.25
6631,2233,tikka-masala,11.25
6632,2317,chicken-parm,10.25
6633,2159,chicken-parm,10.25
6634,4756,grilled-cheese,9.25
6635,2223,grilled-cheese,9.25
6636,2474,chicken-parm,10.25
6637,856,chicken-parm,10.25
6638,3337,blt,9.25
6639,1287,soda,3.75
6640,2992,blt,9.25
6641,4028,tikka-masala,11.25
6642,2211,grilled-cheese,9.25
6643,1237,tikka-masala,11.25
6644,4857,chicken-parm,10.25
6645,777,grilled-cheese,9.25
6646,2046,orange-juice,5.25
6647,1417,tikka-masala,11.25
6648,3060,chicken-parm,10.25
6649,1552,chicken-parm,10.25
6650,637,blt,9.25
6651,912,soda,3.75
6652,2906,cake,6.75
6653,615,blt,9.25
6654,2424,tikka-masala,11.25
6655,1817,blt,9.25
6656,4163,tikka-masala,11.25
6657,1892,grilled-cheese,9.25
6658,1808,grilled-cheese,9.25
6659,2139,tikka-masala,11.25
6660,4644,grilled-cheese,9.25
6661,1244,blt,9.25
6662,4360,grilled-cheese,9.25
6663,3961,blt,9.25
6664,3497,grilled-cheese,9.25
6665,3250,blt,9.25
6666,2631,tikka-masala,11.25
6667,4473,tikka-masala,11.25
6668,4782,tikka-masala,11.25
6669,3226,chicken-parm,10.25
6670,2498,blt,9.25
6671,2181,blt,9.25
6672,4590,grilled-cheese,9.25
6673,4892,tikka-masala,11.25
6674,4216,grilled-cheese,9.25
6675,4155,blt,9.25
6676,2561,grilled-cheese,9.25
6677,2056,orange-juice,5.25
6678,2746,soda,3.75
6679,3001,blt,9.25
6680,4418,grilled-cheese,9.25
6681,4585,grilled-cheese,9.25
6682,3575,chicken-parm,10.25
6683,4316,soda,3.75
6684,2115,orange-juice,5.25
6685,4768,tikka-masala,11.25
6686,1935,tikka-masala,11.25
