id,ordered_at,delivered_at,delivered_to
1184,10/13/2015 7:41,10/13/2015 8:04,679
1185,9/27/2015 10:40,9/27/2015 11:03,859
1186,9/8/2015 15:55,9/8/2015 16:13,51
1187,11/13/2015 15:20,11/13/2015 15:25,556
1188,11/20/2015 19:26,11/20/2015 19:34,292
1189,9/5/2015 6:21,9/5/2015 6:35,69
1190,11/14/2015 10:22,11/14/2015 10:49,580
1191,8/25/2015 5:44,8/25/2015 6:01,686
1192,10/23/2015 17:57,10/23/2015 18:05,675
1193,8/29/2015 12:39,8/29/2015 12:43,983
1194,11/30/2015 19:56,11/30/2015 20:09,971
1195,11/6/2015 16:17,11/6/2015 16:24,831
1196,10/7/2015 11:04,10/7/2015 11:08,233
1197,9/27/2015 1:26,9/27/2015 1:39,877
1198,10/28/2015 15:36,10/28/2015 15:47,577
1199,9/13/2015 23:38,9/14/2015 0:06,69
1200,10/17/2015 6:10,10/17/2015 6:11,104
1201,10/5/2015 5:08,10/5/2015 5:28,244
1202,9/9/2015 1:45,9/9/2015 2:07,337
1203,11/15/2015 12:32,11/15/2015 12:42,178
1204,11/11/2015 12:52,11/11/2015 13:01,288
1205,11/22/2015 12:57,11/22/2015 13:04,629
1206,11/3/2015 7:22,11/3/2015 7:39,335
1207,11/21/2015 0:02,11/21/2015 0:30,787
1208,11/23/2015 18:18,11/23/2015 18:44,883
1209,10/20/2015 10:30,10/20/2015 10:44,181
1210,11/1/2015 14:56,11/1/2015 15:11,2
1211,10/3/2015 18:32,10/3/2015 18:39,750
1212,11/7/2015 17:29,11/7/2015 17:39,378
1213,9/28/2015 10:47,9/28/2015 11:12,268
1214,11/27/2015 22:59,11/27/2015 23:24,960
1215,9/30/2015 7:34,9/30/2015 7:49,27
1216,9/6/2015 3:47,9/6/2015 3:53,309
1217,10/16/2015 7:30,10/16/2015 7:34,142
1218,9/7/2015 10:32,9/7/2015 10:39,289
1219,9/27/2015 19:45,9/27/2015 20:13,242
1220,10/26/2015 17:15,10/26/2015 17:39,833
1221,12/1/2015 10:34,12/1/2015 10:50,307
1222,11/17/2015 21:04,11/17/2015 21:15,328
1223,9/13/2015 13:17,9/13/2015 13:41,29
1224,11/3/2015 10:22,11/3/2015 10:33,406
1225,11/20/2015 2:56,11/20/2015 3:12,186
1226,9/28/2015 21:06,9/28/2015 21:16,935
1227,11/24/2015 15:04,11/24/2015 15:11,878
1228,10/16/2015 4:08,10/16/2015 4:34,6
1229,10/15/2015 5:07,10/15/2015 5:16,129
1230,8/14/2015 5:00,8/14/2015 5:04,396
1231,11/4/2015 11:10,11/4/2015 11:39,697
1232,11/16/2015 17:08,11/16/2015 17:11,131
1233,9/3/2015 23:53,9/4/2015 0:03,4
1234,10/28/2015 11:51,10/28/2015 12:08,955
1235,11/27/2015 6:15,11/27/2015 6:37,481
1236,11/16/2015 23:34,11/16/2015 23:42,367
1237,11/10/2015 12:52,11/10/2015 12:54,385
1238,10/25/2015 5:24,10/25/2015 5:48,437
1239,11/14/2015 21:20,11/14/2015 21:43,942
1240,9/20/2015 21:32,9/20/2015 21:58,492
1241,10/9/2015 16:13,10/9/2015 16:42,311
1242,11/21/2015 5:17,11/21/2015 5:31,191
1243,10/13/2015 5:43,10/13/2015 5:52,79
1244,10/13/2015 11:35,10/13/2015 11:43,69
1245,10/27/2015 14:35,10/27/2015 14:47,210
1246,8/27/2015 23:05,8/27/2015 23:16,728
1247,11/2/2015 0:15,11/2/2015 0:21,615
1248,10/21/2015 3:18,10/21/2015 3:25,279
1249,11/30/2015 17:05,11/30/2015 17:23,797
1250,11/22/2015 11:03,11/22/2015 11:16,817
1251,11/17/2015 18:27,11/17/2015 18:41,787
1252,10/17/2015 0:52,10/17/2015 1:08,983
1253,11/14/2015 17:11,11/14/2015 17:22,392
1254,11/28/2015 6:20,11/28/2015 6:22,658
1255,11/11/2015 1:41,11/11/2015 2:00,31
1256,10/9/2015 0:02,10/9/2015 0:16,535
1257,8/31/2015 4:21,8/31/2015 4:47,481
1258,10/7/2015 2:10,10/7/2015 2:20,774
1259,9/11/2015 18:04,9/11/2015 18:05,309
1260,11/25/2015 9:15,11/25/2015 9:21,633
1261,11/18/2015 16:13,11/18/2015 16:40,653
1262,10/19/2015 14:44,10/19/2015 15:01,762
1263,11/3/2015 9:50,11/3/2015 10:17,194
1264,10/18/2015 12:28,10/18/2015 12:51,622
1265,11/18/2015 0:00,11/18/2015 0:10,409
1266,8/19/2015 10:35,8/19/2015 10:39,586
1267,9/22/2015 5:57,9/22/2015 6:12,22
1268,10/30/2015 22:08,10/30/2015 22:24,743
1269,11/9/2015 10:43,11/9/2015 11:01,776
1270,10/31/2015 22:54,10/31/2015 23:20,393
1271,9/14/2015 5:34,9/14/2015 5:39,453
1272,10/13/2015 10:58,10/13/2015 11:16,547
1273,11/6/2015 10:57,11/6/2015 11:06,397
1274,11/19/2015 17:50,11/19/2015 18:03,113
1275,10/15/2015 8:45,10/15/2015 9:08,845
1276,10/3/2015 16:35,10/3/2015 17:00,454
1277,9/19/2015 2:29,9/19/2015 2:46,457
1278,11/19/2015 20:35,11/19/2015 20:42,909
1279,11/14/2015 20:45,11/14/2015 21:04,950
1280,11/25/2015 1:26,11/25/2015 1:55,678
1281,10/17/2015 15:46,10/17/2015 15:55,280
1282,10/6/2015 14:28,10/6/2015 14:49,85
1283,10/22/2015 1:32,10/22/2015 1:59,294
1284,10/17/2015 20:37,10/17/2015 21:01,334
1285,11/17/2015 13:15,11/17/2015 13:41,293
1286,11/16/2015 22:34,11/16/2015 22:56,39
1287,11/23/2015 7:04,11/23/2015 7:09,448
1288,11/30/2015 21:42,11/30/2015 21:47,282
1289,11/14/2015 1:28,11/14/2015 1:46,158
1290,8/27/2015 2:07,8/27/2015 2:30,31
1291,11/5/2015 9:06,11/5/2015 9:25,51
1292,11/29/2015 11:57,11/29/2015 12:05,104
1293,10/11/2015 6:15,10/11/2015 6:16,453
1294,11/11/2015 23:35,11/11/2015 23:37,187
1295,10/4/2015 1:30,10/4/2015 1:56,345
1296,8/27/2015 22:11,8/27/2015 22:27,448
1297,8/24/2015 19:31,8/24/2015 19:52,482
1298,11/6/2015 23:56,11/7/2015 0:23,526
1299,10/21/2015 6:30,10/21/2015 6:58,896
1300,11/24/2015 2:31,11/24/2015 2:50,340
1301,10/25/2015 1:37,10/25/2015 1:39,55
1302,11/19/2015 18:35,11/19/2015 18:48,770
1303,9/27/2015 4:50,9/27/2015 4:57,581
1304,10/1/2015 10:14,10/1/2015 10:39,500
1305,11/28/2015 22:28,11/28/2015 22:44,282
1306,10/26/2015 14:37,10/26/2015 15:04,629
1307,10/10/2015 10:33,10/10/2015 10:52,628
1308,11/24/2015 16:30,11/24/2015 16:30,478
1309,8/18/2015 17:26,8/18/2015 17:38,993
1310,11/20/2015 23:39,11/20/2015 23:54,872
1311,10/12/2015 14:51,10/12/2015 15:18,132
1312,11/13/2015 9:18,11/13/2015 9:24,782
1313,11/9/2015 19:05,11/9/2015 19:18,612
1314,10/29/2015 11:18,10/29/2015 11:20,452
1315,10/17/2015 9:20,10/17/2015 9:38,612
1316,10/6/2015 2:24,10/6/2015 2:40,3
1317,11/8/2015 1:13,11/8/2015 1:28,671
1318,10/11/2015 10:02,10/11/2015 10:14,408
1319,11/23/2015 12:23,11/23/2015 12:28,787
1320,9/24/2015 20:46,9/24/2015 21:04,701
1321,8/24/2015 17:07,8/24/2015 17:30,249
1322,11/9/2015 3:36,11/9/2015 4:04,28
1323,11/2/2015 13:46,11/2/2015 13:58,347
1324,11/1/2015 23:25,11/1/2015 23:51,277
1325,10/20/2015 10:22,10/20/2015 10:42,476
1326,11/28/2015 20:15,11/28/2015 20:23,404
1327,11/25/2015 9:08,11/25/2015 9:16,806
1328,10/12/2015 3:32,10/12/2015 3:35,407
1329,11/9/2015 20:32,11/9/2015 20:40,128
1330,11/28/2015 19:03,11/28/2015 19:05,378
1331,11/12/2015 1:08,11/12/2015 1:35,577
1332,10/26/2015 20:43,10/26/2015 20:57,961
1333,11/25/2015 23:01,11/25/2015 23:14,245
1334,10/10/2015 17:28,10/10/2015 17:52,509
1335,10/10/2015 22:30,10/10/2015 22:56,772
1336,10/30/2015 2:37,10/30/2015 2:44,59
1337,10/15/2015 16:20,10/15/2015 16:35,241
1338,9/17/2015 2:38,9/17/2015 2:54,116
1339,11/5/2015 13:20,11/5/2015 13:26,740
1340,9/19/2015 17:04,9/19/2015 17:31,798
1341,10/15/2015 11:11,10/15/2015 11:31,932
1342,10/11/2015 21:18,10/11/2015 21:46,7
1343,9/21/2015 16:29,9/21/2015 16:29,48
1344,11/3/2015 13:08,11/3/2015 13:17,362
1345,10/7/2015 18:55,10/7/2015 19:12,326
1346,11/26/2015 13:35,11/26/2015 14:00,374
1347,10/21/2015 14:08,10/21/2015 14:32,968
1348,11/7/2015 23:32,11/7/2015 23:38,472
1349,11/14/2015 9:31,11/14/2015 9:59,877
1350,9/26/2015 0:12,9/26/2015 0:37,786
1351,10/22/2015 14:43,10/22/2015 14:49,414
1352,9/23/2015 6:34,9/23/2015 6:37,879
1353,9/18/2015 19:08,9/18/2015 19:14,378
1354,11/24/2015 5:06,11/24/2015 5:19,468
1355,11/17/2015 13:02,11/17/2015 13:28,420
1356,9/28/2015 5:32,9/28/2015 5:52,269
1357,10/24/2015 6:27,10/24/2015 6:54,841
1358,10/20/2015 1:06,10/20/2015 1:26,789
1359,8/21/2015 18:07,8/21/2015 18:26,685
1360,10/30/2015 6:24,10/30/2015 6:46,105
1361,9/30/2015 23:18,9/30/2015 23:30,188
1362,10/23/2015 8:22,10/23/2015 8:40,229
1363,9/26/2015 10:29,9/26/2015 10:59,722
1364,10/9/2015 8:22,10/9/2015 8:51,85
1365,10/8/2015 20:27,10/8/2015 20:40,920
1366,10/30/2015 6:46,10/30/2015 6:51,253
1367,11/29/2015 7:26,11/29/2015 7:41,547
1368,9/15/2015 19:04,9/15/2015 19:19,736
1369,11/25/2015 5:01,11/25/2015 5:30,958
1370,10/25/2015 0:26,10/25/2015 0:27,332
1371,11/4/2015 2:35,11/4/2015 2:40,290
1372,8/15/2015 1:58,8/15/2015 1:59,390
1373,10/9/2015 21:30,10/9/2015 21:38,607
1374,11/6/2015 0:46,11/6/2015 0:51,891
1375,10/4/2015 15:12,10/4/2015 15:18,999
1376,11/23/2015 14:41,11/23/2015 14:55,712
1377,9/8/2015 6:37,9/8/2015 6:54,30
1378,11/15/2015 14:04,11/15/2015 14:19,471
1379,11/27/2015 12:54,11/27/2015 13:17,565
1380,11/10/2015 20:34,11/10/2015 20:38,122
1381,10/20/2015 13:26,10/20/2015 13:35,815
1382,11/2/2015 5:13,11/2/2015 5:17,105
1383,11/22/2015 6:02,11/22/2015 6:17,197
1384,10/27/2015 21:16,10/27/2015 21:46,715
1385,10/15/2015 16:59,10/15/2015 17:00,850
1386,10/16/2015 17:18,10/16/2015 17:43,982
1387,11/21/2015 2:00,11/21/2015 2:26,187
1388,11/25/2015 20:50,11/25/2015 20:55,109
1389,11/23/2015 19:56,11/23/2015 20:18,358
1390,9/28/2015 9:00,9/28/2015 9:10,762
1391,10/27/2015 5:56,10/27/2015 6:08,898
1392,10/13/2015 8:00,10/13/2015 8:12,731
1393,10/14/2015 8:07,10/14/2015 8:22,972
1394,11/29/2015 6:11,11/29/2015 6:20,366
1395,12/1/2015 18:28,12/1/2015 18:29,946
1396,9/19/2015 23:57,9/20/2015 0:26,6
1397,11/9/2015 14:30,11/9/2015 14:41,656
1398,10/31/2015 6:07,10/31/2015 6:27,150
1399,11/11/2015 19:29,11/11/2015 19:50,621
1400,11/26/2015 2:49,11/26/2015 3:07,399
1401,11/11/2015 2:48,11/11/2015 3:01,514
1402,10/21/2015 21:27,10/21/2015 21:46,96
1403,9/11/2015 21:39,9/11/2015 21:41,61
1404,10/16/2015 10:14,10/16/2015 10:33,262
1405,11/6/2015 17:58,11/6/2015 17:59,605
1406,10/19/2015 2:00,10/19/2015 2:24,465
1407,9/13/2015 10:43,9/13/2015 11:01,32
1408,10/17/2015 0:45,10/17/2015 0:51,44
1409,11/10/2015 4:30,11/10/2015 4:54,7
1410,11/2/2015 13:55,11/2/2015 14:18,764
1411,11/17/2015 10:04,11/17/2015 10:28,690
1412,10/29/2015 16:07,10/29/2015 16:35,311
1413,10/4/2015 20:26,10/4/2015 20:41,245
1414,9/21/2015 15:33,9/21/2015 15:53,53
1415,10/28/2015 0:44,10/28/2015 0:57,703
1416,9/9/2015 10:51,9/9/2015 11:05,679
1417,11/13/2015 3:40,11/13/2015 4:00,422
1418,9/11/2015 3:58,9/11/2015 4:01,539
1419,11/5/2015 17:52,11/5/2015 18:01,520
1420,11/23/2015 11:11,11/23/2015 11:39,393
1421,11/6/2015 2:35,11/6/2015 2:41,882
1422,10/3/2015 6:22,10/3/2015 6:37,15
1423,10/2/2015 20:36,10/2/2015 20:52,620
1424,11/13/2015 10:33,11/13/2015 10:45,528
1425,10/1/2015 0:05,10/1/2015 0:15,792
1426,9/21/2015 21:23,9/21/2015 21:26,164
1427,8/27/2015 6:11,8/27/2015 6:13,436
1428,11/27/2015 8:27,11/27/2015 8:38,236
1429,11/23/2015 21:52,11/23/2015 22:19,395
1430,10/3/2015 22:58,10/3/2015 22:58,769
1431,10/12/2015 13:13,10/12/2015 13:17,178
1432,10/9/2015 15:08,10/9/2015 15:10,786
1433,11/11/2015 4:41,11/11/2015 4:45,20
1434,11/15/2015 6:55,11/15/2015 7:01,156
1435,9/18/2015 11:18,9/18/2015 11:28,480
1436,10/4/2015 5:01,10/4/2015 5:05,0
1437,11/18/2015 8:15,11/18/2015 8:42,0
1438,10/31/2015 15:35,10/31/2015 15:40,201
1439,11/14/2015 3:56,11/14/2015 4:06,122
1440,10/11/2015 18:58,10/11/2015 19:14,418
1441,9/30/2015 6:04,9/30/2015 6:22,414
1442,10/28/2015 13:27,10/28/2015 13:35,418
1443,9/2/2015 5:45,9/2/2015 6:03,751
1444,10/16/2015 4:35,10/16/2015 5:04,974
1445,11/15/2015 14:51,11/15/2015 15:08,587
1446,10/7/2015 11:43,10/7/2015 11:56,19
1447,11/15/2015 1:31,11/15/2015 1:56,286
1448,11/11/2015 19:09,11/11/2015 19:11,970
1449,12/1/2015 6:04,12/1/2015 6:05,656
1450,11/29/2015 17:43,11/29/2015 17:43,589
1451,9/25/2015 9:36,9/25/2015 9:42,485
1452,9/20/2015 9:40,9/20/2015 9:52,134
1453,10/15/2015 22:15,10/15/2015 22:30,276
1454,11/7/2015 5:02,11/7/2015 5:06,209
1455,11/18/2015 21:51,11/18/2015 22:19,780
1456,11/9/2015 0:52,11/9/2015 1:08,435
1457,9/22/2015 1:01,9/22/2015 1:10,533
1458,11/5/2015 7:48,11/5/2015 8:05,121
1459,9/19/2015 2:46,9/19/2015 3:00,582
1460,10/18/2015 3:14,10/18/2015 3:37,947
1461,11/14/2015 0:34,11/14/2015 0:48,165
1462,11/6/2015 18:50,11/6/2015 19:11,677
1463,10/5/2015 8:14,10/5/2015 8:43,640
1464,10/30/2015 13:29,10/30/2015 13:56,221
1465,11/10/2015 14:46,11/10/2015 14:59,213
1466,11/18/2015 5:05,11/18/2015 5:08,942
1467,11/6/2015 11:43,11/6/2015 12:10,674
1468,10/28/2015 19:05,10/28/2015 19:05,658
1469,10/5/2015 23:40,10/5/2015 23:50,517
1470,11/27/2015 21:13,11/27/2015 21:24,5
1471,11/4/2015 4:56,11/4/2015 5:17,126
1472,10/2/2015 3:07,10/2/2015 3:35,320
1473,10/14/2015 9:57,10/14/2015 9:59,863
1474,9/23/2015 19:51,9/23/2015 20:06,229
1475,9/25/2015 14:13,9/25/2015 14:33,260
1476,10/21/2015 2:53,10/21/2015 3:06,155
1477,9/26/2015 10:27,9/26/2015 10:41,409
1478,10/1/2015 10:29,10/1/2015 10:48,635
1479,11/24/2015 17:50,11/24/2015 18:13,952
1480,11/5/2015 2:26,11/5/2015 2:52,37
1481,10/25/2015 17:00,10/25/2015 17:15,21
1482,10/19/2015 17:33,10/19/2015 17:33,365
1483,11/8/2015 18:06,11/8/2015 18:32,890
1484,9/18/2015 7:38,9/18/2015 7:49,968
1485,10/5/2015 17:11,10/5/2015 17:32,232
1486,11/1/2015 13:53,11/1/2015 14:10,789
1487,10/29/2015 7:10,10/29/2015 7:38,418
1488,10/16/2015 9:18,10/16/2015 9:36,120
1489,10/1/2015 4:17,10/1/2015 4:29,346
1490,9/11/2015 5:13,9/11/2015 5:32,335
1491,10/12/2015 13:23,10/12/2015 13:48,462
1492,10/10/2015 5:44,10/10/2015 6:03,835
1493,11/3/2015 18:44,11/3/2015 18:44,950
1494,9/1/2015 23:41,9/1/2015 23:53,336
1495,11/30/2015 14:21,11/30/2015 14:22,245
1496,10/31/2015 9:50,10/31/2015 10:13,877
1497,10/4/2015 23:02,10/4/2015 23:03,787
1498,10/23/2015 18:45,10/23/2015 19:15,362
1499,9/2/2015 12:24,9/2/2015 12:36,60
1500,10/27/2015 16:56,10/27/2015 17:14,928
1501,11/14/2015 18:00,11/14/2015 18:21,424
1502,9/3/2015 1:55,9/3/2015 2:23,779
1503,11/11/2015 16:28,11/11/2015 16:37,2
1504,10/8/2015 4:10,10/8/2015 4:23,787
1505,9/16/2015 12:48,9/16/2015 13:05,626
1506,10/19/2015 12:59,10/19/2015 13:03,698
1507,10/2/2015 15:18,10/2/2015 15:32,122
1508,10/23/2015 8:16,10/23/2015 8:18,646
1509,11/27/2015 11:13,11/27/2015 11:26,450
1510,10/24/2015 5:48,10/24/2015 6:07,4
1511,10/12/2015 6:35,10/12/2015 6:42,603
1512,10/5/2015 12:49,10/5/2015 13:10,60
1513,11/14/2015 11:34,11/14/2015 12:01,244
1514,11/10/2015 1:22,11/10/2015 1:25,63
1515,11/5/2015 11:32,11/5/2015 11:54,282
1516,11/29/2015 14:44,11/29/2015 14:51,351
1517,11/11/2015 5:24,11/11/2015 5:36,6
1518,10/21/2015 11:09,10/21/2015 11:38,953
1519,11/1/2015 7:20,11/1/2015 7:46,218
1520,10/12/2015 20:46,10/12/2015 20:58,983
1521,11/7/2015 1:32,11/7/2015 1:36,208
1522,9/18/2015 21:43,9/18/2015 21:43,107
1523,11/22/2015 11:07,11/22/2015 11:07,47
1524,10/19/2015 3:38,10/19/2015 3:55,442
1525,9/3/2015 23:44,9/3/2015 23:57,921
1526,11/25/2015 20:40,11/25/2015 20:40,295
1527,10/11/2015 0:09,10/11/2015 0:26,924
1528,11/12/2015 21:27,11/12/2015 21:43,380
1529,11/30/2015 15:41,11/30/2015 16:00,176
1530,11/23/2015 23:05,11/23/2015 23:17,890
1531,11/17/2015 14:50,11/17/2015 15:01,661
1532,11/29/2015 10:24,11/29/2015 10:34,405
1533,9/13/2015 11:51,9/13/2015 12:00,833
1534,10/13/2015 11:42,10/13/2015 12:03,821
1535,10/30/2015 7:24,10/30/2015 7:49,780
1536,11/15/2015 3:05,11/15/2015 3:32,697
1537,10/17/2015 17:28,10/17/2015 17:53,5
1538,11/24/2015 15:02,11/24/2015 15:02,417
1539,10/18/2015 10:32,10/18/2015 10:55,142
1540,11/9/2015 3:45,11/9/2015 3:54,73
1541,11/24/2015 2:35,11/24/2015 2:37,565
1542,8/28/2015 2:20,8/28/2015 2:46,841
1543,10/12/2015 20:27,10/12/2015 20:38,48
1544,9/9/2015 3:27,9/9/2015 3:47,123
1545,9/23/2015 9:24,9/23/2015 9:42,699
1546,11/29/2015 8:35,11/29/2015 8:51,366
1547,9/26/2015 11:04,9/26/2015 11:22,0
1548,11/9/2015 17:14,11/9/2015 17:24,874
1549,11/27/2015 17:13,11/27/2015 17:31,446
1550,11/30/2015 18:39,11/30/2015 18:39,97
1551,11/6/2015 17:24,11/6/2015 17:40,547
1552,11/14/2015 4:10,11/14/2015 4:27,649
1553,11/24/2015 21:35,11/24/2015 21:53,230
1554,11/10/2015 12:56,11/10/2015 13:08,852
1555,10/30/2015 7:39,10/30/2015 8:00,106
1556,10/7/2015 19:18,10/7/2015 19:47,765
1557,11/8/2015 9:20,11/8/2015 9:23,362
1558,10/6/2015 4:35,10/6/2015 4:38,778
1559,11/1/2015 1:29,11/1/2015 1:34,344
1560,11/28/2015 3:19,11/28/2015 3:42,839
1561,11/25/2015 2:07,11/25/2015 2:10,685
1562,10/5/2015 10:31,10/5/2015 10:47,787
1563,10/26/2015 5:35,10/26/2015 5:47,6
1564,11/21/2015 13:08,11/21/2015 13:36,563
1565,11/2/2015 21:13,11/2/2015 21:40,159
1566,10/31/2015 16:02,10/31/2015 16:18,6
1567,12/1/2015 23:20,12/1/2015 23:42,894
1568,8/30/2015 7:42,8/30/2015 8:12,253
1569,9/4/2015 19:34,9/4/2015 19:42,637
1570,11/30/2015 13:30,11/30/2015 13:57,458
1571,11/26/2015 16:36,11/26/2015 16:44,57
1572,11/15/2015 6:58,11/15/2015 7:24,727
1573,9/27/2015 4:50,9/27/2015 4:51,117
1574,9/9/2015 9:48,9/9/2015 10:11,319
1575,8/26/2015 10:04,8/26/2015 10:24,819
1576,10/19/2015 2:18,10/19/2015 2:24,897
1577,11/1/2015 17:36,11/1/2015 18:00,34
1578,10/27/2015 9:33,10/27/2015 9:47,18
1579,10/29/2015 20:16,10/29/2015 20:20,145
1580,10/23/2015 13:46,10/23/2015 13:50,982
1581,10/12/2015 14:50,10/12/2015 15:03,50
1582,10/1/2015 15:10,10/1/2015 15:22,269
1583,11/19/2015 8:36,11/19/2015 8:58,410
1584,11/9/2015 9:13,11/9/2015 9:14,344
1585,11/30/2015 6:11,11/30/2015 6:33,73
1586,11/7/2015 6:29,11/7/2015 6:41,18
1587,10/19/2015 20:06,10/19/2015 20:21,562
1588,11/6/2015 14:17,11/6/2015 14:34,939
1589,11/18/2015 15:59,11/18/2015 16:19,855
1590,12/1/2015 8:55,12/1/2015 8:58,4
1591,11/6/2015 21:28,11/6/2015 21:45,374
1592,10/31/2015 2:37,10/31/2015 2:44,270
1593,9/21/2015 2:48,9/21/2015 3:01,133
1594,9/14/2015 15:11,9/14/2015 15:30,589
1595,10/24/2015 18:02,10/24/2015 18:20,909
1596,10/2/2015 2:18,10/2/2015 2:39,399
1597,11/5/2015 13:15,11/5/2015 13:45,348
1598,11/13/2015 20:03,11/13/2015 20:27,711
1599,10/27/2015 18:53,10/27/2015 19:00,879
1600,11/19/2015 10:41,11/19/2015 10:54,493
1601,11/21/2015 20:46,11/21/2015 21:08,520
1602,11/20/2015 3:38,11/20/2015 3:51,162
1603,9/20/2015 9:55,9/20/2015 9:55,45
1604,11/21/2015 4:25,11/21/2015 4:31,348
1605,9/16/2015 15:51,9/16/2015 16:20,517
1606,9/27/2015 13:12,9/27/2015 13:33,845
1607,11/24/2015 23:43,11/24/2015 23:43,847
1608,11/28/2015 19:39,11/28/2015 19:46,461
1609,9/16/2015 5:15,9/16/2015 5:22,987
1610,11/17/2015 9:13,11/17/2015 9:22,288
1611,10/2/2015 8:43,10/2/2015 8:56,804
1612,10/11/2015 12:59,10/11/2015 13:10,548
1613,11/27/2015 9:07,11/27/2015 9:34,575
1614,11/2/2015 10:30,11/2/2015 10:56,449
1615,8/28/2015 14:53,8/28/2015 15:05,702
1616,10/12/2015 16:53,10/12/2015 17:22,5
1617,11/22/2015 5:39,11/22/2015 6:08,220
1618,11/5/2015 13:11,11/5/2015 13:28,952
1619,8/21/2015 22:08,8/21/2015 22:27,785
1620,9/15/2015 17:46,9/15/2015 17:49,850
1621,11/21/2015 23:32,11/21/2015 23:58,57
1622,11/14/2015 14:11,11/14/2015 14:19,701
1623,11/14/2015 9:03,11/14/2015 9:15,710
1624,9/5/2015 21:58,9/5/2015 22:08,934
1625,10/14/2015 19:01,10/14/2015 19:14,995
1626,11/27/2015 13:00,11/27/2015 13:09,791
1627,11/14/2015 2:14,11/14/2015 2:42,500
1628,10/20/2015 5:04,10/20/2015 5:20,382
1629,10/5/2015 4:59,10/5/2015 5:11,919
1630,10/24/2015 11:38,10/24/2015 12:04,832
1631,11/24/2015 4:12,11/24/2015 4:13,357
1632,11/1/2015 21:58,11/1/2015 21:59,499
1633,11/18/2015 12:02,11/18/2015 12:24,983
1634,11/29/2015 16:03,11/29/2015 16:29,43
1635,11/30/2015 18:10,11/30/2015 18:24,667
1636,10/28/2015 9:28,10/28/2015 9:30,98
1637,10/7/2015 11:50,10/7/2015 12:13,507
1638,11/30/2015 9:36,11/30/2015 9:50,224
1639,11/10/2015 3:22,11/10/2015 3:32,87
1640,10/8/2015 11:31,10/8/2015 11:54,656
1641,9/10/2015 9:09,9/10/2015 9:20,113
1642,11/8/2015 10:45,11/8/2015 10:52,590
1643,10/17/2015 5:59,10/17/2015 6:24,122
1644,11/15/2015 21:08,11/15/2015 21:22,673
1645,10/15/2015 18:12,10/15/2015 18:21,429
1646,11/23/2015 4:39,11/23/2015 4:53,621
1647,11/30/2015 19:53,11/30/2015 19:58,262
1648,10/11/2015 14:10,10/11/2015 14:37,671
1649,11/19/2015 11:53,11/19/2015 12:16,490
1650,11/22/2015 19:24,11/22/2015 19:44,723
1651,10/1/2015 11:29,10/1/2015 11:50,15
1652,11/1/2015 11:49,11/1/2015 12:14,372
1653,11/25/2015 12:04,11/25/2015 12:29,779
1654,10/14/2015 5:04,10/14/2015 5:27,935
1655,11/14/2015 3:16,11/14/2015 3:46,751
1656,10/3/2015 16:22,10/3/2015 16:23,930
1657,10/15/2015 7:13,10/15/2015 7:38,603
1658,10/19/2015 0:17,10/19/2015 0:28,408
1659,11/4/2015 13:07,11/4/2015 13:35,4
1660,9/29/2015 0:21,9/29/2015 0:26,815
1661,11/30/2015 14:07,11/30/2015 14:28,975
1662,8/13/2015 17:24,8/13/2015 17:27,392
1663,11/13/2015 13:36,11/13/2015 13:46,677
1664,10/10/2015 19:33,10/10/2015 19:58,530
1665,9/12/2015 11:43,9/12/2015 11:48,802
1666,11/19/2015 17:19,11/19/2015 17:48,561
1667,11/29/2015 18:07,11/29/2015 18:19,322
1668,10/14/2015 8:23,10/14/2015 8:26,304
1669,10/16/2015 22:02,10/16/2015 22:30,160
1670,11/12/2015 22:19,11/12/2015 22:46,59
1671,10/26/2015 14:19,10/26/2015 14:42,501
1672,11/19/2015 7:52,11/19/2015 8:05,432
1673,11/23/2015 21:40,11/23/2015 21:55,192
1674,11/17/2015 7:47,11/17/2015 8:05,381
1675,11/10/2015 11:36,11/10/2015 11:49,409
1676,9/19/2015 22:59,9/19/2015 23:15,667
1677,9/4/2015 1:02,9/4/2015 1:08,356
1678,8/29/2015 1:08,8/29/2015 1:12,548
1679,9/10/2015 12:14,9/10/2015 12:15,137
1680,11/12/2015 17:44,11/12/2015 18:11,842
1681,11/10/2015 16:27,11/10/2015 16:38,387
1682,11/1/2015 8:08,11/1/2015 8:29,788
1683,9/21/2015 9:41,9/21/2015 9:48,847
1684,10/21/2015 9:27,10/21/2015 9:52,102
1685,10/9/2015 9:20,10/9/2015 9:46,1
1686,11/26/2015 11:28,11/26/2015 11:41,617
1687,11/3/2015 23:28,11/3/2015 23:32,400
1688,11/29/2015 23:11,11/29/2015 23:15,848
1689,9/23/2015 11:41,9/23/2015 11:43,844
1690,8/25/2015 8:50,8/25/2015 9:00,337
1691,10/23/2015 9:56,10/23/2015 10:13,23
1692,9/24/2015 8:28,9/24/2015 8:52,488
1693,10/4/2015 19:59,10/4/2015 20:12,831
1694,9/21/2015 2:06,9/21/2015 2:08,103
1695,11/2/2015 3:22,11/2/2015 3:36,51
1696,11/17/2015 5:43,11/17/2015 5:56,442
1697,10/12/2015 9:56,10/12/2015 9:58,238
1698,10/7/2015 10:42,10/7/2015 10:59,254
1699,9/30/2015 18:54,9/30/2015 19:07,12
1700,9/1/2015 12:06,9/1/2015 12:32,609
